text,label
一点不错，尤其山东缺水严重，为了能喝到优质水，我们能哈酒就不哈水。,0
真离谱，打个陌生人比打老婆严重多了，合着杀个人就三年，长期家暴不是故意伤害或者虐待之类的么，同为男人，真的看不起那些外面怂家里打老婆的,1
道理我都懂，能不能不要一直女司机女司机的？司机就是司机，强调是个女的又能怎样？男司机就不出大型车祸了吗？,1
我也特别怕我妈以后会是这样子的人我一直不敢想象我以后的男朋友见着我妈还得不得考虑结婚,0
中国本来就不是个移民国家，拿绿卡的黑人其实并不多，真正应该注意的是那些赖在中国不走的三非黑人，,1
男的找黑妹也挺恶心的,1
皇宫又陷命案，新帝突然崩御，是病死还是刺杀，是天意还是人为，是道德的沦丧还是人性的泯灭？请收看《道德观察之后宫迷雾》，今晚7点30分四川卫视黄金时间播出！,0
西式烤羊排也不错。。西北烤羊肉也不错。。羊肉这材料好，怎么烤都好吃(๑˙ー˙๑),0
难道是重庆？,0
想不到帝国主义宣传机器这么狡猾，拍劳动人民反剥削的剧作里也暗藏沙鸡，阴谋毒害下一代，这是妄图把种族压迫延续万万年啊？同学们，不能忍啊不能忍，哪怕是韩国叔叔忍了中国婶婶们也不能忍！全世界叔叔婶婶们要团结起来，,1
说得在北京开车测试，前车前面就一定没有别人的车在破风吗？你们都当前车前面一定是真空？如果是真空干嘛不跑60？请问生活常识在哪里？真是无语！,0
文明:欧布种族:星罗【黄种人，建筑大师(建筑经费-20%)，天生数学家(科技+5%)，宗教力量(稳定+10%)】统治者及年龄:泰罗28政体:种族【税收-19%，经商-10%，耕种-5%，科技+10%】,0
欧美人体格就是强 亚洲人这些渣没法比 他们都是用哮喘病人来比赛 正常人压根不用派 要给黄种人留机会不然只剩他们自己玩儿了,0
云南大学？？,0
"换个思路，至少移民政策对女性宽松一点,要是以后找工作太恶心了,，我会想尽办法努力出去的。",1
虽然我是黄种人，但我觉得还是纯白人的星战看得更舒服。,0
农村的老师真的不负责，我表妹小学在湖南读，想考广东的初中，可是英语实在太差，后来请老师补课，虽然考上了这里的初中，但现在英语还是很弱，要知道这里的实验中学还是有外教的呢，这差距，真的很不公平,0
我老爸这种连扣篮和盖帽的不知道的体育盲都知道在美国曾经有一个叫乔丹的黑人打篮球很牛逼，乔丹的伟大难以想象,0
其实我读过的初中高中就没见到过听说过霸凌，我觉得看学校氛围的。,0
哈哈 回头相亲男上厕所也许都不用纸 学印度人拿手擦擦得了,0
刚看到黑人、抢劫珠宝店，就想起gta5的富兰克林了,1
但是这些黑人歧视亚裔时候会有一种优越感[可怜],1
起码不是母婴传播而得的艾滋病啊，那种传播途径还能活到他这个年纪？大家都懂年轻男性得艾滋的最大原因，何必杠呢？,1
我觉得中国应该大力发展文化产业，你看韩国，一个小小的、还没有统一的黄种人国家，照样通过电视剧输出了大量文化，甚至导致欧美白人也对其关注！,0
一直拿性别说话的是题主这种人吧，一出什么事就是，换做男的怎么怎么样，换做女的怎么怎么样，黑人问号，公众人物引导网络暴力解决个人私事都是值得反感的，这才不是双标吧。,1
难道没人diss这个男的为什么不听人劝吗？还让别的女的出来，恶心人,1
印度人均gdp是中国五分之一不到吧，人均100＋人民币相当于我们这100＋美金了～,0
深圳人口瞒报很严重，实际人口和上海差不多,0
江南骗子诈骗东北人10多万，情绪激动，要把人抓走，威胁还回被骗的钱。随后警察赶到，把江南骗子解救。抓上车一共一分多钟，所以只能定性非法限制人身自由。,1
你不觉得你对俄罗斯男人的描述就像是美国人对中国男人的描述吗？希望大家好好的，不要做洋垃圾。。。。。,1
中国人为什么关注这件事情？因为种族歧视。只要大家努力抵制ua的国际航线，会让他受到一个足够大的损失作为教训的。受害者不是亚裔，不是越南华人，中国人为什么要抵制ua？,1
哈哈哈哈，咱们河南自带一定的高考难度，要更加油哇！,0
作为吉林人，那个牛板筋从小吃到大，真的超好吃！,0
啊啊啊甘肃人激动打卡,0
去油管日本媒体看看中国新闻的评论就知道了。帕劳村长带着美国代表偷偷去日本，日本评论都嗨了。评论的啥就不说了，会被删。咱们喊他们日本帝国主义，他们喊咱中华帝国。侵略了咱们，烧杀抢掠，搞的丫跟受害者似的。,1
洛阳人啊，你想说河南人偷井盖吗？这是无凭无据的乱黑，况且现在铁价这么低，脑子有病才偷！但长春是伪满首都你无法否认，长春长生的罪行更是铁的事实，我拿731调侃一下有何不可？况且我并没有攻击整个长春，是上面你的某位老乡偏要抢着给自己家乡扣屎盆子，怪我喽？,1
非常正确，其实他还是一群白人黑人面前证明了什么。,0
女方叫自己兄弟打丈夫和孩子，不能打回去？？自卫和保护孩子叫直男癌？？,1
我他妈就是歧视黑人啦怎么滴吧，老祖宗打下的江山，给他们黑人住？？我怎么没交过我们男人，去他们国家，他们女人倒贴啊？就崇洋媚外呗，还能说什么？大部分国人，自己国家优点没学到，,1
除了欧美人两三代以后的黑人后代，大部分黑人都是好吃懒做素质低下，你可以看看在非洲的博主的帖子和文章看看黑人是啥样的，特别多HIV携带者,1
女人跟第六感有什么关系..可别搞这些子性别歧视了吧。,1
大哥缺小弟不，打架吹牛逼，无所不能，就是普通话带点山东口音。,1
悄咪咪地说句：有点像山东qns杀人事件。也是安利不成就直接暴起情绪失控，那个录屏就很有内味儿。,1
生平最讨厌东北人虎，安徽人野，浙江人精小气,1
这个提问的蓝V就非常阴险，诱导不知道的人以为是台湾人不能用淘宝了。,1
就像上海人也歧视上海人？,1
卧槽，作者写这个东西不嫌恶心吗？俩男的,1
感觉警察好惹，请来新疆！ 反正我已经很多年没有见到过街头打架斗殴的了！,0
评论里面有的四川人觉得说这句话很骄傲很自豪是怎么回事？？？？？直接骂对方的妈是卖的，还不够脏吗？没素质当有趣。,1
反对是个好人？就吊着男生这一条就让我恶心,1
那不一样过的郁闷，拿了人家的手短。我说的不敢抗争是他不愿意放弃名利娶了不爱的富家女。,0
另外这些中医粉要是脑力还有富余，可以统计一下湖北省外的死亡率，看一看当医疗相对充足的时候，现代医学是不是束手无策。 你不知道湖北省外的中医参与治疗达到80%？,0
但现在都尼玛九年了啊，请问导演续集跑哪里去了？？？ 续集因为现在南非黑人现在大搞反向种族歧视，压迫白人而告吹。,1
我看黑人都是这么打招呼的 A：what’s up B:hey man~(然后击掌拥抱) 不用特别回答吧,0
这就比那些喷中国女人的想法强多了，很多时候并不是崇洋而是确实是有一些中国男的不懂尊重女性把女的往外推结果反过来还怪在女人头上了,1
"中国人=日本人=韩国人,不等于台湾人,nmd外国逻辑.....一天到晚变着花样恶心中国的台湾问题,也是外国人的一大毛病",1
我觉得重庆人民特别好特别热情～但是在解放碑旁边有一家黄家码头火锅，建议大家不要去，我和我妈去不仅服务不好菜也不新鲜还多坑我们钱 吃完回宾馆我俩都拉肚子,0
鄂尔多斯房市崩了没有？我记得前几年有个内蒙古的人在知乎上说，不要以为他们很土，其实很有钱，家家都有豪车什么的。,0
我是黑龙江的，我看的流口水了,0
如果黑人接受教育奇怪，那么黄种人是不是也要接受教育？难道东亚人种就是那种不用教育、接受一点点先天比人聪明千百倍吗？我们生活中绝大多数人一辈子都用不到的东西，意义很大吗？,1
对啊 搞得男女一起吃饭男性不请客就显得没有气概 可是在其他方面男性对女性提出要求就是直男癌或者大男子主义过剩,1
你好，请问可以把你闺蜜的聊天背景图片分享给我吗？就是那个黑人的，万分感谢,0
上次看到这个段子的时候香港还没回归,0
前几天河南“临时工”在县政府种的你没看见吗？说的确实没错，这东西可以说是都在农村，但并不是所有农村能长出来，也不是所有农村人都觉得好吃就应该种。那位层主和我所表达的是农村这两字的错，写上个部分农村更不好？你们那里农民为了感冒，吃会种，但是不要扯上全农村的行吗？??农村人吃你家大米了？这句感觉确实是怼城市人的，但后半句很难理解吗？说话走心过脑可以吗？部分农村不是所有，可以吗？??,0
矫枉必须过正的前提有枉，是黑人在学术教育上确实曾受到过压迫，歧视对待。黑人好像也没给不上社区大学啊？而不是上来就要求特殊对待给加分。地主是曾经剥削农民才需要矫枉过正。没有压迫反而要求特权，这不叫矫枉过正，,1
河南烩面请求出战,0
还有印象比较深的是方大同，在那个金曲讲堂上也说过自己小的时候听什么歌，明显就是受黑人音乐熏陶更浓一些。后来这方面自然做的也更好一些。不过杰伦风格更集大成一些。古典的，东方的，黑人的，我觉得这和他们小时候听什么歌直接相关,0
我摊牌了，我就歧视黑人。,1
生男生女都一样，娘家养婆家养不都一样么，何必挖苦婆家娘家。 觉得该婆家养的都需要好好反省。,0
辽宁男跟黑龙江和吉林天壤之别 别都放到东北 况且很多东北人都是山东闯关东过来的 我也在国外过年 很不巧所有我遇到的垃圾80%都是山东人 男生都都有 我家里也是母亲那一侧是山东人 概率问题不要以偏概全,1
安妮我记得背景故事好像改成被女巫夺舍了的小女孩吧忘了也可能记串了,0
到底怎么才能破解拐卖妇女儿童的症结呢，唉！,0
黄种人的优势就是我是黄种人,0
前面也不可能，说不定加州人民点个赞，德州人民也喊德独。对标的是美国国内的正确，比如黑人是x/,0
只讲了现象，完全没提到原因，黑人是天生的混乱，愚昧，叛逆，暴力的吗？不讲产生问题的根源，,1
俄罗斯需要中国女权,0
就像知乎上这群人也很明显地讨厌黑人。这群人要的自由是他们自己的自由（自私）。他们在国内就是这样，搞各种地域歧视，他们到美国后也是歧视别人，老移民整新移民。他们在美国能过上好日子是很多代人的运动争取来的，,1
？？？河南招您惹您了 这么大怨气只能在网上当个喷子？,1
就是网络上一个梗。经常说新疆人有三个杀人名额,1
男人，认负担社会责任，认资本压迫。因为要担负责任挣钱养家。别说婚姻法，你见过男人反对过什么法。,1
关于那个黑人那里太好玩了~~你们老师也很搞笑~~但是带泳镜的那个更搞笑啊~~O(∩_∩)O哈哈哈~关于那个蓝月亮洗衣液，好囧的说~~,0
我在河北，河北冬天温度知道吧？湿冷，我也是只穿个内内加个夏季的长裤，上面就是长袖加个薄外套，家是内蒙北边的，回家时才穿上厚衣服，毕竟冬天是真的冷,0
这样的女朋友不值得伤心,0
对啊，布吉岛他怎么知道小偷多少比例是河南的？🤔️,1
"好恶心,完全不尊重女性,这完全就是当生育机器",1
我也是山西人啊，我们那个校友是个女强人，大概位置在副省级别，就这么被人怼死了，政治比杀人更可怕,1
东南亚人喜欢用柠檬汁拌海鲜，我生在江南水乡，经常吃大量虾（一顿1-2斤），还习惯饭前后吃水果，都没有事。我还是认为橙汁有食品污染。这种路边小摊都没有卫生规范的,0
这本身就是对女性的歧视,1
多谢答主，我其实并没有看过桐华的作品，只是高中的时候偶然被基友推荐，扫了扫觉得不合自己风格就弃了，后来又看到了分析桐华小说的黑人行为的帖子和拥护桐华的帖子，觉得水平和对待事物的严谨方面高下立现，很感谢答主愿意用时间让更多人知道始末。支持你哦！,0
这就是单纯靠种植园高利润给黑人奴隶带来红利而已，但林肯不傻，知道成为原料输出国不是长久之策,1
中国肯定不止两百多种，一个县城下面各种镇的语言都不同啊。还不算少数民族的。,0
印度人和东南亚人巴不得日本人来侵略他们,0
是的，最阴的就是拍前半段视频的白衣男子，一直口头配合，阻碍执法，误导别人。如果是以前这事又是一个警察暴力执法的新闻。,1
很喜欢那个黑人祖母，即风趣又勇敢，还有白人祖父，但是癌症末期了，我觉得以后博士一定会治好祖父的癌症和让祖母复活的，感觉这里就是后面的伏笔，博士一向都是将希望留下的，所以我觉得应该是这样,0
作者为什么要歧视河北呢？请不要贬低别人抬高自己。请作者注意自己的言辞！,1
我没有说偷井盖这种人云亦云，子虚乌有的事情，我指的是对河南人的普遍偏见究竟从何而来?难道不该分析一下，而不是首先自己指出那只是一小部分人，或者说别人是地图炮吧？,1
山东也有 胡辣汤！,0
偏晒偏晒 在大陆 香港本土剧也就只能拉广东的观众了 毕竟现在提起香港文化就只能怀旧了我擦,0
"之前有文章分析过为什么中国女人会受外国男人欢迎，批评她们温顺没有独立人格不会反抗，然后再diss一下田园女权easy,girl，你这里拿出几个例子又证明中国女人不受欢迎，",1
原谅我看到福建某985一下子就想到了厦大。。,0
所以中国自古就重男轻女，喜欢多生儿子。,0
东亚黄种人更可能是从寒冷环境中进化来的,0
那你们四川人太小气了，上次去成都玩，都不说送个熊猫当礼物,1
我语文老师是个很智慧，很nice的女人。我觉得她通情达理，洞察人性。 直到有一天她跟全班抱怨河南人素质差。。。。也许是个人都不能避免刻板印象吧。这么好的人都多多少少会有点歧视。,1
什么原因歧视我们中国人呢?我想一定不是因为我们中国的留学生在欧美享有学伴和各种补贴，一定不是因为中国人在欧美有特权，一定不是因为中国人的犯罪率比黑人低,1
我很好奇为什么我的答案被踩到那么底下。我前面所有的答案加一起赞可能还没我多。本答案一没带节奏，二没黑人，只是感慨下马刺时运不济，命途多舛，为何答案如此靠下。我很好奇。,0
四川人在哈尔滨上学 表示很想吃 此外，答主注意保养胃,0
华人歧视黑人？我倒觉得那只能是感到新奇。都歧视了为啥还有那么多女的往黑人身上扑？想不明白啊,1
骗子来自河南，嗯。故事发生在哪里不清楚，但坏人来自河南这个点倒是很清楚。这是知乎通用写法吗,1
感情男的除了渣男就是直男,1
对 黄种人,0
河南人 加一 老乡加油????,0
男的杀妻子才判几年，女的杀丈夫判几年，请自行百度,1
人类的繁衍都是有自身规律的，政治力量的介入有时候会干扰，像钠脆极力杀害犹太人，西方白人向美洲大量贩卖黑人，还有整部落的消灭印第安人，所以您的宝贵结论是犹太人、黑人、印第安人的生存繁衍不是哪些势力能够左右的？,1
不是，我有个问题，你骂汉口的老武汉素质低我认了，我都看不下去。但是武昌光谷素质低的能怪武汉人？外地比例不是大学生最大？此外，说交通，听说北京上海都不堵车吧？,1
可惜香港人已经忘了那段岁月了。,0
你才没买过菜刀呢，天津超市菜刀随便买，当年是因为开会才限制了一段时间的实名制，刮胡刀的刀片能杀人吗？刮胡刀实名制没？,1
不是 这newbee也能代表CNLOL了？ 是不是偷井盖也能代表河南了？ newbee什么队你自己心里没点13数？ WE跟RNG也被代表了？,1
一看，一有傻逼，就能扯到整个东北，就像一提河南，总有人说素质低一样。事实上哪里都有那么一小搓人，广西旅游那点破事我就不提了，你们随便举省，你看能不能找出一堆破事就完了。真正素质低的就是一堆拿话题找热度黑人显示存在感的。,1
"震惊！,不喜欢黑人长相竟是种族歧视！男默女泪！",1
宁夏文科差本科线25分,0
河南人不偷井盖了？？改打人开车撞人？？,1
厉害的，亚洲人＝黄种人。几年级教的？,0
这个公然歧视亚裔的游戏别玩了 我铁盒已经退了,1
在江苏？好像我知道这个诶,0
「低级男人是个很丑陋的东西，恶心起来，比全世界最恶心的大便都恶心一万倍。」,1
一个爱吃猪肉的美国二代移民黑人穆斯林同性恋女性点了一个赞,0
就是说猫在亚裔眼里是可以吃的,0
如果出了吐蕃，还可以考虑出满洲，回鹘，突厥，契丹，中国周边这些少数民族随便哪个拿出来都是实力强劲的,0
印度人是最没有节操最恶心的民族,1
不是。会不会就是一个手链而已呢？ 她也整过？ 我看萌妃驾到，演技还可以的。 本来觉山东妞应该还好，结果fbb恶心我啊,1
这样的女朋友哪里找去,0
工业革命时期欧洲白种人的平均身高也高于黄种人,0
……我的神呐，杀人放火都能判无罪，这法治真的漏洞太大，不被大陆抓了，估计还要有香港人继续倒霉吧,1
这个问题的大部分回答都在戏谑和调侃，作为一个男性就感觉挺被歧视的。,1
这个日军拥有免疫被亚裔演员手撕的被动技能,0
因为所谓的黑人口音是美国南部口音,1
你们到底是不是在中国过读的书？这些东西有问题？九年义务教育语文和历史里都有啊，对日本是变态了点，,1
只要你能解决有的黑人在知道自己艾滋还使劲在中国找女人传播的问题，据说公安知道也不管不提醒中国女人，说要保护黑人人权和隐私,1
我也是，作为一个男人，如果让男人碰自己会觉得恶心。。。。。。,1
华为这次确实该骂 P10确实该抵制 但楼主你这样说三星和华为还是有点有失公允 三星怎么突然变成小白兔了？“总是背锅”？ （黑人问号脸） 华为还有自己的5G技术 专利一堆 也不差 三星在其他元件上有话语权 这都不是同一个竞争领域 不方便对比,1
这真的是撒比法官激化矛盾，店主明显是明显意气用事报复杀人，黑人本来就g点低爱搞事，结果这样判邢导致后来的事真是无语,1
不看好贵阳。还不如北部湾。,0
又骗观众了，你们女生明明就是搂住骨头不放手的,0
高考志愿书里看到这个专业，是西北农林科技大学吗,0
我们学校也有类似活动，只不过我们学校小就社团活动交流。真有点事，我们学校那么点早就传遍了。。黑人和我们平时都互相不搭理。。各自安好,0
当你见过了生活中那些完全符合“贤惠”的人，都没什么好下场，你就知道这个词和诅咒是一个意思！,1
第六个黑人牙膏也快官宣啦,0
地铁站查身份证，几乎只查男性。,1
看片不注意男主，你歧视男性，你歧视女性[生气][生气],1
貌似当时去连云港的车还不过太焦，不过车上确实大多数都是河南老乡，给我留下阴影了都～,0
关键是给自己没看好的女孩都能花这么多吖[飙泪笑],0
他们这不就是和黑人一样 自己清楚自己为什么被歧视但还就是要特权,1
好像也有称印度人这类的为棕色人种的,0
我今年606，河北考生，去了湖师大,0
那个 我想说不是所有东北人都这样的(๑￣ ￣๑),0
[惊喜]有些“外地人”到上海说上海人排外 到外国说人家歪果仁排外 没有素质的人到哪都觉得别人排外 他敢说让上海人滚出上海 他怎么不敢说让排华的老美滚出美国呢[为难] 说白了还是欺软怕硬[飙泪笑]就会欺负同胞,1
会计就是个专业啊。谁说会计专业只学会计了。没人否定你后面形容的四个功能啊。感觉在鸡同鸭讲。 还有不要老是澳门同学澳门同学的， 我以后叫你宁诺家长行吗？,0
和网络上的语言霸凌比，现实中的隐性歧视其实才是和每个人的利益息息相关的。去人才市场走一走调查一下，去欠发达地区调查一下我们上一代人的家庭就知道了，还是宁愿在网上被打两拳来得更好。但也要意识到，社会对女性的歧视的来源并不是男性，,1
太6了，美国人拍电影歧视亚裔男性，所以男性一生气就开始拍桌子痛骂集体中国女性。Exe？,1
不是，被拘禁的人欠三兄弟的钱，三兄弟是老娘的儿子，租个带阁楼的屋子。好像是西北的，理由很简单:欠钱要还，不还就关你，吓你一下。被抓了后三人都焉了，却仍然不知道自己村错哪里了,0
广州很多打黑工的，在我们这一般都是留学生没有偷渡的，上次我还遇到一个送外卖的。。。美团骑手，（App上是中国人但是黑人送来的）,0
答主就是男的。但这事儿跟男女关系不大，不管被拍的拍人的是男是女，这行为就是恶臭,1
最后被男巫拉着手跑出去壁咚半秒，凝视双眼，把我面具轻轻掀开在脸颊上亲了一口哈哈哈哈,0
没错，现场看完全不同。我现场看新疆广汇比赛，还是最远处，都很震撼，黑人外援那身形，那灵活性，那爆发力，真就是黑豹。,0
其实黑河南的原因是与自身无关，一个坏人有很多标签，但是只有地域标签不会波及到黑子。,1
我都觉得自己是个假河南人，因为我背不动井盖,1
我觉得 有一定逻辑在里面 越原始 越明显 而且日本人 绳文人 都有可能和这边有关 有关视频 说日本人去云南祭祖 这些图标 可以分成几类 都很相似 日本人当初设计这个 到流传下来 说明很在乎 而且他们文明的很晚 所以有可能和这边有联系,0
那应该怎么办？把两情相悦的女朋友让给他？,0
怎么性别互换？这人就是个男的啊，你能把他的屌剪掉挖个阴道造个子宫出来吗？是女的这样阴险地搞个房子给自己父母住来养老，你觉得没人会骂？,1
大部分男人身材不好就是没毅力！不自律！管女性审美什么事？这锅女性不背！,1
到了北京，去她女朋友那儿，打的也需要钱吧,0
这个长相，很欧美亚裔正确,0
对非洲人习俗的尊重是居高临下的虚伪的，跟歧视中国人吃狗肉本质上都一样，只不过是歧视没明着表现出来,1
对。他们不会像北方北京那样直接骂脏话。受环境影响。但是他们骂人特别酸。酸起来比骂人那种直接了当还恶心。,1
作为四川人，对mmp这个词在网络上的风靡简直惊呆了，估计外地人没听过四川人用这个词吵架吧！杀伤力爆表,1
亲们真可爱！~~为了玄宇用黑人~哈哈！不看电视的人从来没见过这个广告！~不过创意真不错！,0
黑人不是反对歧视，黑人仅仅反对歧视黑人，老黑也照样对黄种人不友好,1
这个问题在中国并不显露，至少黑人与中国公民之间没出现激烈的矛盾，歧视黑人更是无稽之谈了。来中国的黑人很多是做生意留学的，属于他们国家的中上层，但是不是中国公民。,1
太祖新中国女权第一人,0
我们还是把这些归因于教育吧，相信国家教育可以改善这些问题，你们说的那些情况不是zangzu独有的，而是教育缺失的人群共有的。另外和美国黑人一样类比非常不合适，毕竟都是中华民族，制造对立弊远远大于利。,1
之前选修了北师的犯罪心理，好像只有西北餐厅不用刷校园卡，所以只吃过西北餐厅[流泪],0
请黑人吃西瓜貌似是种族歧视行为，因为当年南方奴隶主喜欢夏天给黑奴吃西瓜解暑。,1
古代汉族统治新疆也就汉唐时期而已，东汉跟西域的连接也是断断续续，唐朝安史之乱后彻底失去控制，说不上有多久。,0
哈哈哈，确实大家都想不像河南。皖北人民被省内的小伙伴们攻击是河南人，划给河南，没安徽文化···,1
我们山东人不光会开挖掘机，我们天天吃大葱吃大蒜，知道为了什么吗？为了辟邪，因为总有妖人想害我们！！河南人真的喜欢偷井盖吗我不知道，但是我知道的是，我们工地上从来不招河南人干活。,1
希望像Facebook那位目击者提供的线索那样，只是被几个亚裔控制住了，这样人就是平安的，会归来的,0
男生就活该被女的打，是吧？,1
黑人是喜欢民主野兽还是喜欢儒家君子[惊喜],0
黑人小孩在中国真的会被歧视,1
一次打LOL，我方劣势但是打赢一波团，打大龙准备反扑时，大龙被对面瞎子抢了，定睛一看对面ID：河南人偷大龙只得在心中写一个福字。PS：并非地域黑，确有其事，本来被抢大龙会很郁闷，看到这个ID的瞬间就笑了出来。,1
东南亚人虽然较为蠢笨，但是说实话，绝大多数较善良单纯,1
你怎么这么小气呢？怎么这么记仇呢？怎么这么不孝顺呢?你是不是男人。,1
说实话有这么贴心的男的，想象就 恶心。对我就是像钢铁一样直的男人，撸一辈子铁也不会弯,1
你做的菜卖相很好好吗？同为新疆汉人，我的厨艺简直太恶心！你做的菜一看就知道很正宗！例如大盘鸡和炒米粉！,1
辽宁哒！,0
已经31了2012年冰冰在吉林日报社实习过[惊喜],0
支持印度人民打倒资本家，推翻资本主义制度，建立共产主义社会，哈哈,0
拦着？呵呵 可能是你共给人家援助的金额不够罢了。在国际关系上打压台湾明摆着的事实，在你这里到还是成拦着了。,1
说女性埋怨婚姻法不保护自己的，说白了就是自己不出钱，想靠结婚骗钱骗房，就跟小偷因为警察抓而骂警察而已,1
虽然川普从上任以来有很多令人难以理解的施政行为，但自始至终都是有一条原则，花钱的事能不做就不做[大笑]，所以取消香港特殊关税地位这类要亏钱的事情他绝对不会做，但吆喝几声还是可以的,0
卧槽，你们在说啥子？尼采不是嫖娼感染性病才仇视女人的？,1
这种故事你也信，如果那位真的看不起他妈妈为什么要帮她。人家帮你妈妈不记在心里，还默默意淫人家看不起他妈妈，这是上海人排外呢还是他自己心里扭曲呢。,1
用粤语说“BB我好挂住你吖”卧槽真是令人恶心别恶心了求求你bbbb nǐ mā给我是广东人从小第一母语就是粤语（普通话讲得很好）我听到都恶心了 广东人去拍拖谁还会那么恶心喊bb （别杠我）那男的是转性了吗，讲得这么娘这么恶心,1
目前看硬刚中国是下下签。硬刚伊朗是下签。如果只是一副重兵保台湾的样子。那也够恶心我们好一阵的。（如果是这种也是需要美国有药为前提。已经2艘航母趴窝了，没有解药来了感染就是世纪笑话）,1
兔女郎学姐忘记写bangumi的评分了嗷,0
是的…我之前去西藏也是遇到一个很恶心的导游，话里话外都在威胁我们购物，不购物就说我们素质差…？？？然后说一大堆很难听的话。天哪，我们报的团，两个人，团费加起来将近两万，这还算低价…？结果还是这种导游,1
满大街堕胎广告也是女性贴上去的。这些东西实在侵犯女性权利。,1
只希望赶紧分手，对于萌德歧视黑人是完全无感的,1
白人对黑人是奴役到极致，黑奴就和畜牲是一样的。那么畜牲是私有财产，绝对不能随便杀。一个普通黑奴一千美金，折合当时银价是一千两白银，换算成现在价格是十一万人民币。而一个黑白混血的薄嘴唇的女奴，动辄几千美金，真名贵啊。没有暴利，哪有买卖！,1
其实不管你在乎或者不在乎，本质上都不会改变绝大多数黑人不论男女都在全世界的两性市场不受欢迎的客观事实。,1
我曾是一个狂热的布鲁斯(蓝调)音乐狂，我所学的乐器，也是为蓝调而生，以后，我不再听蓝调，也不再演奏蓝调，为什么，因为蓝调起源于美国黑人的劳动号子,0
明白了，就是白人把黑人当智障人士好生哄着，哭了给糖，,1
你看你就预设了井盖是河南人偷的，架是东北人茬起来的吧，这样不理智也不客观。,1
噢，这种拉黑人前还专门回复别人恶心来其他人找存在感的行为很棒棒?我希望希望我主页签名里的说法早日在这种人身上应验吧，哈哈哈,1
女权：印度女权状况好于中国！,0
实然和应然还是有区别的，人应该有人权，实际上未必人人有人权。人权不是靠别人给予 ，也不是上天恩赐，是靠自己的艰难争取得到。突然想到在美国，东亚人受歧视的几率还要高于黑人，这大概就是不斗争的缘故吧,1
而比“重男轻女”思想更严重的，是有大多数的女性从一出生就被视为家庭的“累赘”，会在很早的时候就被嫁出去，以换取聘金。–––印度传统婚嫁习俗里，是女孩要带嫁妆去夫家，嫁妆不多会被夫家歧视。嫁女儿换聘金是中国的习俗。,1
我作为一个湘鄂渝交界处的一个湖北人（恩施州的），表示终于见到了一个熟人,0
重男轻女的人，简直愚蠢！男的就算了吊癌，女的为什么要欺负女的，明明同位女性，脑子长泡了什么傻吊父母,1
新疆人:？？？,0
第一，拜韩国恶心而已，扯中国干嘛？ 第二， 网站创始人洪氏（夫妇）宋氏（夫妇）被警方追捕 ，利益面前，男女平等，不管是买的卖的,1
外地学子见到新疆二字倍感亲切。今年终于回家！趁壮年。做点事,0
你们说我学医本来班上妹子就多还把隔壁学机械的40:3的女孩抢过来一个是不是有点过分，滑稽,0
亚裔移民受打压更严重，一般两代人，两代人也就爬上来了。当初亚裔也在低层，而且在鄙视琏的最低端。最终不是依靠勤奋，自律，爱学习，注重家庭，一步步爬上来么。反观整个黑人族群在这么长时间的补助和特殊待遇下，仍然是最贫困的，收入最低的。,1
哈哈哈，我服了，就是想黑人还行,0
楼主，见过学习好，智商高，白天玩，晚上学，家世好，人品好，画着心机素颜妆对着相机卖萌的学霸女神吗？别先入为主了。美丑是外在，和内涵没什么关系。,0
看到这个我想起来之前看到的冷知识…瑜伽是印度人为了更多体位研发的…,0
对对对 被害人肯定是做了什么事情 才被杀的，在一定程度上杀人犯的行为是对的，毕竟要考虑实际情况。 河北压力大 所以我们要卷，即使卷的结果压力更大，这也是对的。 当一个剧院里有人踮起脚，那么踮脚就是对的。,1
你们难道统统都不看脸～骗谁哪！,1
法律并不是强迫人去鞭打黑奴，而是规定爱奴如子和任意打骂都是奴隶主的自由，这个选择权本身就是不合理的。就算所有奴隶主都选择好好对待黑奴，只要任意打骂黑奴合法这个后门没关上，制度就永远有问题。况且禁止黑奴受教育对于黑人更是流毒无尽，胜于肉体虐待。,1
看这个视频的时候，跟着黑人大哥一起哭了。为他高兴在有生之年终于找到这首歌了！,0
科学依据，数据依据，实验依据请拿出来，人类现在对“智商”甚至都没有特别明晰的科学定义，研究不同物种之间智商差异也只是拿脑容量作为一个参考依据，你这就直接得出黑人智商低的结论了？,1
和死党一起经常这样互骂(刚认识那会会打起来)，现在无所谓了，但是！但是！不要对一个不熟的四川人说wrnmmp，对面脾气好的不喜欢惹事的会说，想咋样之类的，(反正最后绝对会打起来)，对脾气一般暴一点的基本就是直接开干了，最后可能会升级为一车面包人来打你,1
黑人QQ343531531 全区收号 交易方式 支持5173淘宝消保店 其他勿扰,0
女装大佬，跪服,0
我觉得老爷子想表达的是不管那个人种都可以有超级英雄啊，非要说尴尬的话，我倒觉得美队刚开始的制服超级尴尬。而且这么公开的肤色歧视不好吧，确实有些黑人做的事让人恶心，但我还是认为恶心人不分肤色不分种族不分民族啊。,1
我一直有个问题，日本当年陆军海军几乎是不共戴天之仇。。。到底是如何“沾光”陆军中将当上海军中佐的？,0
不是地域黑。那些散在微信群快手短视频里的东北爷们跟娘们，让我觉得很作，虽然现实生活里认识东北人，但是网络上的形象让我对东北的印象一直好不起来。贼爱装逼，恶心，,1
